Song Name,Artist Name,Artist Credit,Genre,Lowest BPM,Highest BPM,Game Origin,Version,Removed ?,Licensed ?,Cover ?,SP-Beginner,SPB NC,SP-Normal,SPN NC,SP-Hyper,SPH NC,SP-Another,SPA NC,SP-Leggendaria,SPL NC,DP-Normal,DPN NC,DP-Hyper,DPH NC,DP-Another,DPA NC,DP-Leggendaria,DPL NC
FLOWERS for ALBION,dj TAKA,Takayuki Ishikawa,Ambient,70,93,IIDX,4th style,No,No,No,0,0,2,122,5,222,0,0,0,0,5,190,7,222,0,0,0,0
GET ON BEAT (WILD STYLE),Lion Musashi,Takayuki Ishikawa,Hard House,150,150,IIDX,4th style,Yes,No,No,3,453,6,730,9,918,10,1094,0,0,6,702,8,913,10,1077,0,0
Jam & Marmalade,FinalOffset,Hideaki Sugaya,Warp House,145,145,BM,4th style,No,No,No,0,0,6,388,7,456,8,512,0,0,4,327,6,451,0,0,0,0
KAMIKAZE,dj nagureo,Reo Nagumo,Techno,145,145,IIDX,4th style,No,No,No,0,0,5,515,6,745,10,1157,0,0,5,512,7,745,10,1156,0,0
minimalian,DETROIAN,Akira Yamaoka,Minimal,141,141,IIDX,4th style,No,No,No,0,0,3,271,8,555,9,706,0,0,3,263,9,626,12,1015,0,0
ULTRA HIGH-HEELS,dj TAKA feat. ANGEL,"Takayuki Ishikawa, Angel O'Brien",Parapara,160,160,pop'n,4th style,Yes,No,No,0,0,4,380,5,462,5,497,0,0,4,441,5,503,0,0,0,0
Deadline,Dutch Force,"Benno de Goeij, Piet Bervoets",Trance,137,137,IIDX,5th style,Yes,Yes,No,0,0,3,335,5,626,0,831,0,0,4,509,7,953,*,1267,0,0
天国のキッス ～D.J.TAKA's style～,オセロ,Takayuki Ishikawa,Euro Trance,150,150,IIDX,5th style,Yes,Yes,No,0,0,3,374,5,606,0,781,0,0,4,433,6,731,*,806,0,0
1989,Osamu Kubota,Osamu Kubota,Rock Opea,88,88,IIDX,5th style,Yes,No,No,0,0,4,372,6,562,0,0,0,0,5,352,6,579,0,0,0,0
Abyss,dj TAKA,Takayuki Ishikawa,Intelligence,142,142,IIDX,5th style,No,No,No,0,0,5,639,7,817,8,945,0,0,7,771,8,889,9,964,0,0
Come With Me,good-cool feat. Aundréa L.Hopkins,Tatsuya Furukawa,House,125,125,IIDX,5th style,Yes,No,No,0,0,4,410,5,483,*,679,0,0,4,472,7,686,0,0,0,0
Estella,Osamu Kubota,Osamu Kubota,Spanish Waltz,114,114,IIDX,5th style,Yes,No,No,0,0,4,382,6,559,0,0,0,0,6,567,7,799,0,0,0,0
Flash of love,good-cool feat. Mickin'Tackin',"Tatsuya Furukawa, Miki Masuda",J-Disco,113,113,IIDX,5th style,Yes,No,No,0,0,4,352,5,514,*,603,0,0,4,362,6,494,*,626,0,0
Give Me A Sign,"Shoichiro Hirata feat.""Red""","Shoichiro Hirata, Red-Beth Ann Beal",Two Step,126,126,IIDX,5th style,Yes,No,No,0,0,4,440,6,650,8,881,0,0,5,660,8,827,9,861,0,0
IIDX,DJ SIMON,"Kiyotaka Sugimoto, Terry Thompson",Hiphop,110,110,IIDX,5th style,Yes,No,No,0,0,3,283,4,428,4,550,0,0,3,283,4,428,4,550,0,0
Kiss me all night long,NAOKI J-STYLE feat. MIU,"Naoki Maeda, Miyuki Kunitake",J-Euro Pop,155,155,DMX,5th style,Yes,No,No,0,0,5,471,6,629,7,746,0,0,5,480,6,620,7,703,0,0
LOVE AGAIN TONIGHT～for Mellisa mix～,NAOKI feat. PAULA TERRY,"Naoki Maeda, Paula Terry",Hyper Eurobeat,150,150,DDR,5th style,No,No,No,0,0,4,385,5,501,6,561,0,0,4,466,5,555,0,0,0,0
Mobo★Moga,Orange Lounge,"Tomosuke Funaki, Shizue Tokui, Toshio Sakurai",French Pop,172,172,DMX,5th style,Yes,No,No,0,0,5,363,6,512,7,592,0,0,4,364,5,501,9,645,0,0
outer wall,sampling masters MEGA,Shinji Hosoe,Techno,149,149,IIDX,5th style,No,No,No,0,0,5,474,6,687,8,892,11,1096,5,474,7,736,10,902,0,0
OVER THE CLOUDS,Lala Moore,"Jun Wakita, Noriko Fukushima, Yuko Asai, Morinokijidogasshodan",House,128,128,IIDX,5th style,Yes,No,No,0,0,3,292,5,573,7,765,0,0,3,291,5,515,9,879,0,0
QQQ,TaQ,Taku Sakakibara,Techno,155,155,IIDX,5th style,No,No,No,0,0,5,621,8,961,10,1091,0,0,10,1016,12,1346,0,0,0,0
Radical Faith,TaQ,Taku Sakakibara,Big Beat,114,114,IIDX,5th style,No,No,No,0,0,5,602,6,768,7,660,0,0,6,749,11,1255,10,1101,0,0
Real,Aya,Aya Sakuma,Drum'n'Bass,200,200,IIDX,5th style,No,No,No,0,0,5,580,8,866,9,920,0,0,7,796,9,949,11,1139,0,0
Remember You,NM feat. Julie,"Naoki Maeda, Julie Ann Frost",Ballad,60,105,DDR,5th style,Yes,No,No,0,0,2,187,4,409,0,0,0,0,3,234,4,409,0,0,0,0
RIDE ON THE LIGHT (HI GREAT MIX),Mr. T,Tomoyuki Uchida,Power Fusion,180,180,IIDX,5th style,No,No,No,0,0,4,452,5,548,8,862,10,931,5,469,8,616,9,904,10,1010
RISLIM,ric,Akira Yamaoka,New Romantic,130,130,IIDX,5th style,No,No,No,0,0,4,463,7,625,0,0,0,0,4,463,6,625,0,0,0,0
sometime,Aya,Aya Sakuma,Soundtrack,150,150,IIDX,5th style,No,No,No,0,0,4,393,6,539,8,672,0,0,5,393,8,676,8,693,0,0
Spin the disc,good-cool,Tatsuya Furukawa,House,130,130,IIDX,5th style,No,No,No,0,0,5,409,7,659,8,674,0,0,7,618,10,908,0,0,0,0
STILL IN MY HEART,NAOKI,"Naoki Maeda, Paula Terry",Hyper Eurobeat,150,150,DDR,5th style,No,No,No,0,0,5,517,7,705,9,971,0,0,4,516,6,705,11,1286,0,0
still my words,TaQ feat. Meg,Tatsuya Furukawa,Ambient,136,136,IIDX,5th style,No,No,No,0,0,4,464,6,619,0,0,0,0,5,437,7,726,0,0,0,0
tablets,sampling masters MEGA,Shinji Hosoe,Rave,180,180,IIDX,5th style,Yes,No,No,0,0,4,378,6,551,0,0,0,0,4,420,6,558,0,0,0,0
,,,,180,360,,,,,No,0,0,0,0,0,0,8,819,0,0,0,0,0,0,9,696,0,0
THE BIG VOYAGER -INFINITE PRAYER REINTERPRETATION-,L.E.D.,Toshiyuki Kakuta,Goa Trance,147,147,IIDX,5th style,Yes,No,No,0,0,5,551,7,871,0,0,0,0,6,549,7,871,0,0,0,0
THE CUBE,DJ SUWAMI,Keiichi Ueno,Drum'n'Bass,178,178,IIDX,5th style,No,No,No,0,0,4,374,6,644,7,682,0,0,4,374,6,645,11,1113,0,0
THE SHINING POLARIS,L.E.D. feat. Sana,"Toshiyuki Kakuta, Sanae Shintani",Epic Trance,147,147,IIDX,5th style,No,No,No,0,0,5,485,7,667,8,799,0,0,6,487,8,665,0,0,0,0
Time is money,good-cool,Tatsuya Furukawa,Jazz,110,110,IIDX,5th style,Yes,No,No,0,0,3,308,3,327,0,0,0,0,3,317,3,327,0,0,0,0
V,TAKA,Takayuki Ishikawa,Progressive,150,150,IIDX,5th style,No,No,No,2,453,5,646,10,1272,12,1519,0,0,6,757,10,1385,11,1504,0,0
INSERTiON,NAOKI underground,Naoki Maeda,Euro Trance,110,225,DDR,5th style,Yes,No,No,0,0,5,452,7,664,8,835,0,0,5,445,7,595,8,850,0,0
sync,OutPhase,"Taku Sakakibara, Takayuki Ishikawa",Trance,167,167,IIDX,5th style,No,No,No,0,0,6,549,8,982,10,1204,0,0,7,796,9,1030,11,1208,0,0
in my eyes,ric,"Akira Yamaoka, Riewo",Trance,142,142,IIDX,5th style,No,No,No,0,0,5,484,6,739,7,798,0,0,5,484,8,842,10,1051,0,0
Regulus,DJ.W,Jun Wakita,Instrumental,128,128,IIDX,5th style,No,No,No,0,0,6,551,9,788,10,881,0,0,6,545,10,805,11,1065,0,0
VIRTUAL MIND,Brian Morris feat. Thomas,"Kazuhiro Senoo, Thomas Howard Lichtenstein, Harumi Ueko",Hiphop,128,128,DMX,5th style,Yes,No,No,0,0,3,339,7,627,10,806,0,0,5,346,8,653,11,953,0,0
A New Morning,Yukihiro Fukutomi,Yukihiro Fukutomi,House,125,125,IIDX,6th style,Yes,Yes,No,0,0,4,307,5,523,0,0,0,0,4,307,7,790,0,0,0,0
Beautiful Days,Fantastic Plastic Machine,"Tomoyuki Tanaka, Dan Miyakawa,Masayuki Kumahara",House,125,125,IIDX,6th style,Yes,Yes,No,0,0,4,411,5,560,0,0,0,0,4,496,5,697,0,0,0,0
Flowtation (Original Mix),Vincent de Moor,Vincent de Moor,Trance,140,140,IIDX,6th style,Yes,Yes,No,0,0,5,627,7,879,0,0,0,0,5,627,7,893,7,1101,0,0
Fly Awaya (Instrumental),Vincent de Moor,Vincent de Moor,Trance ,138,138,IIDX,6th style,Yes,Yes,No,1,150,4,416,6,779,0,0,0,0,4,722,7,981,7,1133,0,0
JUST DO IT,NIKI,NIKI,Hyper Techno,136,136,IIDX,6th style,Yes,Yes,No,0,0,4,568,6,839,0,0,0,0,4,568,7,921,0,0,0,0
Night of Fire,NIKO,"Andrea Leonardi, Newfield, Sinclaire, Maurizio DeJorio",Super Eurobeat,155,155,PARA,6th style,Yes,Yes,No,0,0,4,428,6,780,0,0,0,0,5,427,7,704,0,0,0,0
PARAPARA PARADISE,DOMINO,"Alberto Contini, Dave Rodgers, Alessandra Gatti",Super Eurobeat,154,154,IDX,6th style,Yes,Yes,No,0,0,5,541,7,825,0,0,0,0,5,583,7,887,0,0,0,0
REAL LOVE,MAZIK K.,MAZIK K,Hyper Techno,140,140,IIDX,6th style,Yes,Yes,No,0,0,5,597,6,874,0,0,0,0,4,597,7,960,0,0,0,0
Comment te dire adieu,Orange Lounge,"Arnold Goland,Jacob Gold, Tomosuke Funaki, Serge Gainsbourg, Shizue Tokui",Bossa Lounge,160,160,IIDX,6th style,Yes,Yes,Yes,0,0,4,387,5,477,7,612,0,0,5,553,7,674,8,750,0,0
ROMEO&JULIET,LOLITA,"Alberto Contini, Giancarlo Pasquini, Luigi Raimondi, Sandro Oliva, Elena Gobbi",Super Eurobeat,151,151,PARA,6th style,Yes,Yes,No,0,0,4,470,6,659,0,0,0,0,4,470,6,729,0,0,0,0
YESTERDAY,CHERRY,"Andrea Leonardi, Newfield, Sinclaire, Clara Moroni",Super Eurobeat,158,158,PARA,6th style,Yes,Yes,No,1,269,4,530,6,730,0,0,0,0,5,605,6,730,0,0,0,0
"19, November",good-cool,"Tatsuya Furukawa, Miki Masuda",House,125,125,IIDX,6th style,No,No,No,0,0,5,560,6,733,8,910,0,0,5,589,7,733,10,1045,0,0
BALLAD FOR YOU～想いの雨～,NM feat. Thomas Howard,"Naoki Maeda, Thomas Howard Lichtenstein",Ballad,65,65,IIDX,6th style,No,No,No,0,0,4,297,5,387,7,537,0,0,5,375,8,546,0,0,0,0
Blueberry Stream,dj TAKA,Takayuki Ishikawa,House,138,138,IIDX,6th style,No,No,No,0,0,5,429,7,770,8,846,0,0,7,598,9,817,10,868,0,0
Buffalo,good-cool feat. Hideo Suwa,"Tatsuya Furukawa, Hideo Suwa",Rock,108,108,IIDX,6th style,No,No,No,0,0,5,511,7,744,10,932,11,1287,4,479,8,744,10,932,11,1260
Colors (radio edit),dj TAKA,"Takayuki Ishikawa, Chiyoko McNair",Trance,150,150,IIDX,6th style,No,No,No,0,0,6,751,9,1011,12,1258,0,0,6,714,10,1099,12,1255,0,0
DIVE ～INTO YOUR HEART～,NAOKI feat. PAULA TERRY,"Naoki Maeda, Paula Terry",Hyper Trance Euro Beat,155,155,IIDX,6th style,No,No,No,0,0,5,656,8,945,10,1066,0,0,5,623,8,998,10,1083,0,0
Doigts de Fatima -ファティマの掌-,Osamu Kubota featuring Sizzle Ohtaka,"Osamu Kubota, Sizzle Ohtaka",Celtic,217,217,IIDX,6th style,Yes,No,No,0,0,2,260,3,280,0,0,0,0,2,285,3,294,0,0,0,0
Five Regrets,Osamu Kubota,Osamu Kubota,Jazz Argentino,144,144,IIDX,6th style,Yes,No,No,0,0,3,278,7,573,0,0,0,0,5,332,8,564,0,0,0,0
fly through the night,Mr. T,Tomoyuki Uchida,Trance,140,140,IIDX,6th style,No,No,No,0,0,4,452,7,688,8,863,0,0,4,452,8,688,10,981,0,0
Free Style,Shapes,Tomoyuki Uchida,Dance Pop,132,132,IIDX,6th style,No,No,No,0,0,5,473,6,571,7,664,0,0,6,473,6,579,0,0,0,0
G2,Aya,Aya Sakuma,Drum'n'Bass,170,170,IIDX,6th style,No,No,No,0,0,8,752,9,942,11,1188,0,0,6,665,7,830,12,1377,0,0
L'amour et la liberté,NAOKI underground,"Naoki Maeda, Paula Terry",Trance,140,145,IIDX,6th style,Yes,No,No,0,0,5,521,8,811,0,0,0,0,5,521,8,811,0,0,0,0
Linus,Lego Studio,Jun Wakita,Lounge Pop,160,176,IIDX,6th style,No,No,No,0,0,5,489,9,789,11,1105,0,0,5,585,9,1007,11,1210,0,0
LOVE IS DREAMINESS,L.E.D.-G VS GUHROOVY fw/asuka,"Toshiyuki Kakuta, Akira Uchibori, asuka",Happy Hardcore,178,178,IIDX CS,6th style,Yes,No,No,0,0,5,657,6,854,0,0,0,0,6,827,7,901,0,0,0,0
M-02stp.ver1.01,Shoichiro Hirata,Shoichiro Hirata,Two Step,132,132,IIDX,6th style,Yes,No,No,0,0,4,524,6,573,0,0,0,0,4,458,7,768,0,0,0,0
NEMESIS,D.J.SETUP,Takayuki Ishikawa,Techno,164,164,IIDX,6th style,No,No,No,0,0,5,524,9,839,11,973,0,0,7,667,10,977,12,1367,0,0
rottel-da-sun,sampling masters MEGA,Shinji Hosoe,Rotterdam Techno,200,200,IIDX,6th style,No,No,No,0,0,5,417,8,692,10,936,0,0,5,418,8,693,0,0,0,0
Silhoette of My Mind,ReR,Hiroshi Takeyasu,Goth,121,121,IIDX,6th style,Yes,No,No,0,0,3,304,4,403,0,0,0,0,3,339,4,451,0,0,0,0
SOMETHING WONDEFUL,L.E.D.,"Toshiyuki Kakuta, Horiyuki Togo, Akira Nakagawa",Epic Trance,150,150,IIDX CS,6th style,No,No,No,0,0,6,471,8,688,10,1003,0,0,4,458,8,690,11,1003,0,0
Summer Vacation (CU Mix),OutPhase ,"Taku Sakakibara, Takayuki Ishikawa",Trip Hop,135,135,IIDX,6th style,No,No,No,0,0,6,667,9,949,0,0,0,0,9,984,12,1328,0,0,0,0
VJ ARMY,good-cool,Tatsuya Furukawa,All-Mix,135,160,IIDX,6th style,Yes,No,No,0,0,6,663,7,893,8,972,0,0,5,658,7,839,10,1138,0,0
Wow Wow 70's,sampling masters AYA,Ayako Saso,Disco,126,126,IIDX,6th style,Yes,No,No,0,0,4,381,5,433,0,0,0,0,5,462,7,644,0,0,0,0
Y31,tiger YAMATO,Reo Nagumo,Rave,168,168,IIDX,6th style,Yes,No,No,0,0,6,657,8,793,9,969,0,0,5,645,8,887,11,1075,0,0
こっちを向いてよ,vivi,vivi,Soul,128,128,IIDX,6th style,No,No,No,0,0,5,438,6,667,7,703,0,0,6,625,9,767,11,1127,0,0
Frozen Ray (original mix),dj TAKA,Takayuki Ishikawa,Trance,156,156,KBM,6th style,No,No,No,0,0,6,669,9,897,9,909,0,0,5,428,9,839,9,937,0,0
route 80s,sampling masters MEGA,Shinji Hosoe,Noisy,122,122,IIDX,6th style,No,No,No,0,0,6,457,8,614,9,766,0,0,7,562,11,765,12,900,0,0
Take It Easy,Aya,Aya Sakuma,Instrumental,205,205,IIDX,6th style,No,No,No,0,0,7,760,10,1229,11,1282,0,0,6,746,11,1356,0,0,0,0
電人イェーガーのテーマ(Theme of DENJIN J),L.E.D.,Toshiyuki Kakuta,Nu-NRG,155,155,IIDX CS,6th style,Yes,No,No,0,0,5,563,7,796,0,0,0,0,8,700,10,835,0,0,0,0
